year,num_trades,total_return,sharpe,win_rate,avg_pnl_pct,avg_price_move
2020,4,19.87788120823357,0.295793978127436,25.0,10.213170158550874,4.855002808893024
2021,4,13.455112502382782,0.2042033752441978,25.0,8.668438018226833,5.079210074931561
2022,4,-9.464504284799213,-0.17270976188571338,50.0,-5.397508881406315,3.400070988532401
2023,4,230.55718087925064,1.5895967664040587,75.0,131.13900814236334,10.556906590214579
2024,4,157.05319545442018,2.6272936715689617,100.0,92.33990309150366,8.202315195691448
2025,4,63.40410531505831,0.8255346978214433,75.0,35.751946003615856,5.718984065573668
