timestamp,pnl_dollars
2025-01-02,156.7683977171182
2025-01-03,441.8992898854576
2025-01-04,6.583023408449662
2025-01-06,393.5112163690337
2025-01-07,-105.9138887893132
2025-01-08,-325.52839067724744
2025-01-10,-126.17926075316973
2025-01-13,49.67646312665056
2025-01-14,-286.9756805495981
2025-01-15,260.08038560239584
2025-01-16,-39.407380457616455
2025-01-17,89.2910523397477
2025-01-21,-74.77490989450962
2025-01-22,135.2034394595703
2025-01-23,42.522755796026104
2025-01-24,-189.56928455595335
2025-01-27,-76.56392709055217
2025-01-28,220.73541999485315
2025-01-29,-75.24779713808311
2025-01-30,30.168035629993028
2025-01-31,123.43592404845549
2025-02-03,-123.95866067511815
2025-02-04,-248.03187887025524
2025-02-05,348.60535047782287
2025-02-06,54.28086902460018
2025-02-07,-193.80591319430823
2025-02-10,195.30152240736606
2025-02-11,-210.5549129975334
2025-02-12,-295.93206002029
2025-02-13,118.63168102369309
2025-02-14,231.86279916472995
2025-02-18,57.95272003504033
2025-02-19,-3.010478466938366
2025-02-20,-237.83339954405164
2025-02-21,-23.44095733839822
2025-02-22,-0.7643716439124546
2025-02-24,-64.99566800744651
2025-02-25,-288.1756693751122
2025-02-26,159.3166335709684
2025-02-27,-378.4163624438006
2025-02-28,388.2367705500674
2025-03-01,20.229182462586323
2025-03-03,-328.6975714447308
2025-03-04,134.42389432731215
2025-03-05,-162.40871152093496
2025-03-06,-266.1384973682616
2025-03-07,-128.2516685381761
2025-03-10,-307.6423953529211
2025-03-11,-507.73289786833993
2025-03-12,353.4690783156402
2025-03-13,-319.6703688954003
2025-03-14,334.9110705021358
2025-03-17,43.577903343904836
2025-03-18,-92.27297407990227
2025-03-19,-4.707607702426685
2025-03-20,-72.9249558724423
2025-03-21,-59.219266212885486
2025-03-24,124.75760134791017
2025-03-25,-33.16472273782347
2025-03-26,-81.04416423909424
2025-03-27,-161.14389356978245
2025-03-28,-22.0364641600936
2025-03-31,70.14618836424233
2025-04-01,-26.739995380439723
2025-04-02,-78.27473429147176
2025-04-03,-334.38742308161636
2025-04-04,-467.03929161083306
2025-04-07,130.72181729696604
2025-04-08,293.296878195466
2025-04-09,751.6519749772806
2025-04-10,-486.516266675666
2025-04-11,-187.92466594019606
2025-04-14,25.46007505730995
2025-04-15,17.61637705625435
2025-04-16,-390.595431800617
2025-04-17,-141.11224758860772
2025-04-21,-80.03541268931622
2025-04-22,418.08377163270325
2025-04-23,67.86465358447913
2025-04-24,285.29925427921444
2025-04-25,269.8499325137964
2025-04-28,-86.74667564223273
2025-04-29,-122.85893317962655
2025-04-30,458.999980842711
2025-05-01,-41.586255755515595
2025-05-02,75.76187884980027
2025-05-05,-5.544574676699995
2025-05-06,71.35166355195543
2025-05-07,118.75269036667305
2025-05-08,68.33207951503027
2025-05-09,-45.04203381020125
2025-05-12,47.12337196475164
2025-05-13,593.1649729903475
2025-05-14,285.6488156074538
2025-05-15,-186.405185427795
2025-05-16,-63.03790507874146
2025-05-19,315.1285826571566
2025-05-20,-132.36013314279444
2025-05-21,-91.33670946596612
2025-05-22,44.78524463434405
2025-05-23,-21.553801215068233
2025-05-27,-69.8533848289444
2025-05-28,185.94724828432845
2025-05-29,-11.285623373205453
2025-05-30,-52.994742951659646
2025-06-02,196.05985951449838
2025-06-03,312.1776799047784
2025-06-04,41.88206729428748
2025-06-05,-165.01003999646673
2025-06-06,159.9936722227976
2025-06-09,67.1029886362594
2025-06-10,17.01433601518329
2025-06-11,-29.137380902542645
2025-06-12,245.89147278492055
2025-06-13,-64.91946195709534
2025-06-16,180.38997690969154
2025-06-17,-50.59005534189055
2025-06-18,-18.672028723794938
2025-06-20,-69.2585515036044
2025-06-23,-62.13520813845389
2025-06-24,5.301938319153123
2025-06-25,447.4185682887346
2025-06-26,-13.305202222451044
2025-06-27,88.85366600804991
2025-06-30,-170.22911336243487
