timestamp,pnl_dollars
2025-01-02,137.74392356868702
2025-01-03,514.4749723920049
2025-01-04,6.6162850285491
2025-01-06,388.1553883414217
2025-01-07,-300.16701051708696
2025-01-14,-196.88833115866328
2025-01-15,92.4924610789385
2025-01-16,-132.7431638544822
2025-01-17,72.37488497083905
2025-01-18,-3.7661309637023805
2025-01-21,401.13137754218405
2025-01-22,244.41421356277897
2025-01-23,44.57869303975531
2025-01-24,-179.24915380558377
2025-01-28,-118.12380094723085
2025-01-29,-212.90820146901024
2025-01-31,-280.2240965699639
2025-02-05,393.8960637540731
2025-02-06,307.42902857051195
2025-02-07,86.46441428545222
2025-02-08,-22.777696207724148
2025-02-10,389.5876897001326
2025-02-11,-9.598423363606344
2025-02-12,-197.85709937046158
2025-02-13,77.8222152955932
2025-02-14,310.2410291738943
2025-02-15,-9.35061705645603
2025-02-18,63.07617704445329
2025-02-19,-160.03425361793416
2025-02-20,-194.22024737643733
2025-02-21,-179.3529073697664
2025-02-26,-599.429984404178
2025-02-27,-346.34133811098036
2025-03-11,-219.82508906760813
2025-03-12,701.4957035581374
2025-03-13,-52.85909823365
2025-03-14,472.84224101078325
2025-03-17,-269.3886190540452
2025-03-19,-77.35840026736514
2025-03-20,-57.11146831772203
2025-03-21,-96.58980348782643
2025-03-24,164.01842744469104
2025-03-25,-168.57540430273366
2025-03-26,-76.88543903330174
2025-04-01,50.376482536670665
2025-04-02,-538.2324643551638
2025-04-07,-27.725710621969483
2025-04-08,-258.7726408561357
2025-04-09,1170.555223331221
2025-04-10,-625.1467255328498
2025-04-11,438.8847566869954
2025-04-14,-131.22262706957008
2025-04-15,-407.5270104402607
2025-04-22,55.89097360425694
2025-04-23,-0.010179814309594803
2025-04-24,240.19638612851122
2025-04-25,315.12158264578466
2025-04-28,-364.5326560065532
2025-04-29,-167.6278993415217
2025-04-30,397.8716607667411
2025-05-01,-179.69859206734327
2025-05-02,299.81154863875236
2025-05-05,-93.20765429941275
2025-05-06,-252.61487194949405
2025-05-07,220.01918789873343
2025-05-08,16.533931377538465
2025-05-09,-77.16666767615789
2025-05-12,60.85610205149169
2025-05-13,746.4082884698546
2025-05-14,435.4784452256081
2025-05-15,-133.38183616443712
2025-05-16,-199.14873512895065
2025-05-19,82.29392085580548
2025-05-20,-230.25711536753806
2025-05-21,-136.91663832682752
2025-05-27,79.90773897132203
2025-05-28,491.6417741188561
2025-05-29,-305.9124615630535
2025-06-02,10.343226324966963
2025-06-03,340.98178498321795
2025-06-04,-15.305915535405802
2025-06-05,-121.59338252501948
2025-06-06,-1.7719705694416916
2025-06-09,65.2294042518406
2025-06-10,91.52063400104271
2025-06-11,-128.58445121920158
2025-06-12,-23.265900086327747
2025-06-13,-200.16271910490468
2025-06-16,16.167633510402084
2025-06-17,0.0775871638506942
2025-06-18,24.081559299045693
2025-06-20,-161.2835325527194
2025-06-23,28.49361315906026
2025-06-24,183.46139808304542
2025-06-25,541.5788128264903
2025-06-26,60.600804392441205
2025-06-27,178.65991292323633
2025-06-30,-5.583122278852898
2025-07-01,-68.46107573432892
2025-07-02,5.264706254502016
2025-07-03,158.987903793055
2025-07-07,-98.56455095650563
2025-07-08,182.02525105266977
2025-07-09,243.2594421985741
2025-07-10,56.440705846527635
2025-07-11,65.97998007411843
2025-07-14,-146.39205618382402
2025-07-15,-108.4332321167567
2025-07-16,76.26897344591089
2025-07-17,170.02113072459542
2025-07-18,-128.92986934278815
2025-07-23,151.00548198627985
2025-07-24,51.610985629304196
2025-07-25,-9.107820993405767
2025-07-28,280.8168907792133
2025-07-29,-131.12477247878996
2025-07-30,485.47258399933344
2025-07-31,-441.993062606467
