timestamp,pnl_dollars
2025-01-02,-522.1496321356335
2025-01-03,538.019932136347
2025-01-04,20.368212382494676
2025-01-06,-246.01337733160653
2025-01-10,-223.23122906839853
2025-01-13,375.66361570482695
2025-01-14,-376.3234870755423
2025-01-15,423.71686749332
2025-01-16,-268.64337450684616
2025-01-17,206.09945429029722
2025-01-18,19.731993652803794
2025-01-21,-383.13105550746695
2025-01-22,-193.65010907467513
2025-01-24,-103.67612534584805
2025-01-29,44.947305028264964
2025-01-30,-494.12419841374685
2025-01-31,30.485754858495056
2025-02-01,-29.00501192624688
2025-02-03,-4.408440565595811
2025-02-04,-76.2535017908649
2025-02-05,-97.98543523882108
2025-02-07,-210.98607617782727
2025-02-12,67.15935043047466
2025-02-13,318.45255038314826
2025-02-14,-69.67514732653581
2025-02-18,-190.6551138320192
2025-02-19,-87.96832823537807
2025-02-20,-226.04632470637443
2025-02-24,-408.8463346983499
2025-02-28,22.915169188058826
2025-03-01,44.00140784345058
2025-03-03,-179.62470759103508
2025-03-05,-30.378427834016293
2025-03-06,-141.91554282622474
2025-03-11,-5.296917628073061
2025-03-12,577.9979684204955
2025-03-13,-545.8414314680367
2025-03-14,165.63871023395768
2025-03-17,-132.0293235072586
2025-03-19,271.3616436985376
2025-03-20,-237.60875229473368
2025-03-21,390.93974183865885
2025-03-24,1059.3685474209879
2025-03-25,157.75239810641324
2025-03-26,-277.37325537952165
2025-03-27,-193.31057768831306
2025-03-28,9.962912104043426
2025-03-31,-72.79774661091506
2025-04-01,407.70520071128885
2025-04-02,-541.9516217447253
2025-04-07,11.543617593421004
2025-04-08,-283.1660834064951
2025-04-09,291.6921078239411
2025-04-10,-785.946528970082
2025-04-14,-198.17856302896598
2025-04-15,-130.16291264065967
2025-04-22,650.0230408637854
2025-04-23,36.662790556189975
2025-04-24,47.71065560306033
2025-04-25,680.8108861956498
2025-04-28,-286.5564026049742
2025-04-29,-230.47579598667107
2025-04-30,-231.1024049840562
2025-05-01,-170.32703207880604
2025-05-02,79.41898443953869
2025-05-05,-101.38687069470234
2025-05-06,-33.836219200664345
2025-05-07,-135.54905861641237
2025-05-08,131.50899947387643
2025-05-09,397.3157172999663
2025-05-12,514.6475806313738
2025-05-13,514.2944728910206
2025-05-14,266.1570445764428
2025-05-15,-298.7311128564688
2025-05-16,43.98222310846904
2025-05-20,5.399228025575212
2025-05-21,-151.97898245981924
2025-05-22,37.24743759813282
2025-05-23,-138.3845368446
2025-05-27,509.2509256553076
2025-05-28,-280.9547781602905
2025-05-29,-208.23845646957852
2025-05-30,-393.19263042935927
2025-06-03,-34.09855236887961
2025-06-09,429.9419724825002
2025-06-10,316.9678239531113
2025-06-11,-41.056684408358706
2025-06-13,180.30500706193016
2025-06-16,-56.336397829722046
2025-06-17,-4.767112442668804
2025-06-18,-44.479269169303734
2025-06-20,-94.64361145592193
2025-06-23,760.4737703903393
2025-06-24,-365.1013524993032
2025-07-02,333.3194604446944
2025-07-03,-115.83050740438557
2025-07-07,-5.001539519946164
2025-07-08,-42.8152742800994
2025-07-10,442.4135960540607
2025-07-11,41.73425682306515
2025-07-14,109.17681584913043
