earnings_date,entry_date,exit_date,entry_price,exit_price,price_move_pct,pnl,pnl_pct,hold_days
2024-02-21,2024-02-16 05:00:00,2024-02-22 05:00:00,726.13,785.38,8.159695922217784,35685.38623593236,84.71505288814491,6
2024-05-22,2024-05-17 04:00:00,2024-05-23 04:00:00,924.79,1037.99,12.240616788676354,70688.42159229863,171.2824541105194,6
2024-08-28,2024-08-23 04:00:00,2024-08-29 04:00:00,129.37,117.59,9.105665919455824,49788.04085059464,111.4079093018717,6
2024-11-20,2024-11-15 05:00:00,2024-11-21 05:00:00,141.98,146.67,3.303282152415832,891.3467755945385,1.9541960654785604,6
2025-02-26,2025-02-21 05:00:00,2025-02-27 05:00:00,134.43,120.15,10.622628877482706,64088.680721363526,143.76207733675716,6
2025-05-28,2025-05-23 04:00:00,2025-05-29 04:00:00,131.29,139.19,6.017213801508117,24114.106565301736,53.43255479952709,6
2025-08-27,2025-08-22 04:00:00,2025-08-28 04:00:00,177.99,180.17,1.224787909433102,-28841.4477977767,-63.347594302884204,6
2025-11-19,2025-11-14 05:00:00,2025-11-20 05:00:00,190.17,180.64,5.011305673870748,4042.7658261697507,9.160746181063391,6
