date,equity,cash,position_value,spy_price
2025-01-02 05:00:00,97886.981379154,97886.981379154,0.0,138.31
2025-01-03 05:00:00,98857.3845818904,97340.98278172659,1516.4018001637999,144.47
2025-01-06 05:00:00,99852.86957997824,97340.98278172659,2511.8867982516576,149.43
2025-01-07 05:00:00,98940.365774508,97340.98278172659,1599.3829927814063,140.14
2025-01-08 05:00:00,98935.19536534592,97340.98278172659,1594.2125836193256,140.11
2025-01-10 05:00:00,98538.51644496943,97340.98278172659,1197.5336632428323,135.91
2025-01-13 05:00:00,97114.45963375118,96162.3684757845,952.0911579666758,133.23
2025-01-14 05:00:00,98406.90364345173,96162.3684757845,2244.535167667223,131.76
2025-01-15 05:00:00,97974.81985498955,96162.3684757845,1812.4513792050436,136.24
2025-01-16 05:00:00,98232.3567616421,96162.3684757845,2069.9882858576075,133.57
2025-01-17 05:00:00,97837.122109863,96162.3684757845,1674.7536340785075,137.71
2025-01-21 05:00:00,97550.28769003968,96162.3684757845,1387.9192142551829,140.83
2025-01-22 05:00:00,95585.50020983827,94716.7736635846,868.7265462536686,147.07
2025-01-23 05:00:00,97012.56053372246,94716.7736635846,2295.7868701378684,147.22
2025-01-24 05:00:00,96559.29457319008,94716.7736635846,1842.5209096054957,142.62
2025-01-27 05:00:00,93355.43653301067,93227.14622551038,128.29030750028352,118.42
2025-01-28 05:00:00,93937.19222473333,93227.14622551038,710.0459992229403,128.99
2025-01-29 05:00:00,94347.9197813624,93227.14622551038,1120.7735558520199,123.7
2025-01-30 05:00:00,94266.53753912389,93227.14622551038,1039.3913136135154,124.65
2025-01-31 05:00:00,94673.7373884073,93227.14622551038,1446.5911628969252,120.07
2025-02-03 05:00:00,95002.017986101,93227.14622551038,1774.871760590618,116.66
2025-02-04 05:00:00,94810.04595123186,93227.14622551038,1582.8997257214794,118.65
2025-02-05 05:00:00,94245.07607622242,93227.14622551038,1017.9298507120336,124.83
2025-02-06 05:00:00,93938.29835638824,93227.14622551038,711.1521308778606,128.68
2025-02-07 05:00:00,93853.82336007875,93227.14622551038,626.6771345683708,129.84
2025-02-10 05:00:00,93617.2633061836,93227.14622551038,390.1170806732111,133.57
2025-02-11 05:00:00,93655.62179825381,93227.14622551038,428.47557274342734,132.8
2025-02-12 05:00:00,93752.42773788574,93227.14622551038,525.2815123753478,131.14
2025-02-13 05:00:00,93521.57469315236,93227.14622551038,294.4284676419834,135.29
2025-02-14 05:00:00,93386.58632127933,93227.14622551038,159.44009576894445,138.85
2025-02-18 05:00:00,93356.01406259593,93227.14622551038,128.86783708555356,139.4
2025-02-19 05:00:00,93356.50535168502,93227.14622551038,129.35912617463714,139.23
2025-02-20 05:00:00,93331.0844945426,93227.14622551038,103.93826903222418,140.11
2025-02-21 05:00:00,93527.65635680883,93227.14622551038,300.5101312984493,134.43
2025-02-24 05:00:00,93770.49366588278,93227.14622551038,543.3474403724006,130.28
2025-02-25 05:00:00,94065.11172618104,93227.14622551038,837.9655006706614,126.63
2025-02-26 05:00:00,93691.77938191257,93227.14622551038,464.6331564021793,131.28
2025-02-27 05:00:00,94682.86973721012,93227.14622551038,1455.723511699729,120.15
2025-02-28 05:00:00,94219.34793433046,93227.14622551038,992.2017088200746,124.92
2025-03-03 05:00:00,95296.02594492337,93227.14622551038,2068.879719412982,114.06
2025-03-04 05:00:00,95104.51770391085,93227.14622551038,1877.3714784004683,115.99
2025-03-05 05:00:00,94975.0126178342,93227.14622551038,1747.866392323813,117.3
2025-03-06 05:00:00,95649.44979630025,93227.14622551038,2422.3035707898675,110.57
2025-03-07 05:00:00,95438.92713566913,93227.14622551038,2211.780910158748,112.69
2025-03-10 04:00:00,96014.35980858862,93227.14622551038,2787.2135830782313,106.98
2025-03-11 04:00:00,95837.83772119432,93227.14622551038,2610.691495683929,108.76
2025-03-12 04:00:00,95141.31580365439,93227.14622551038,1914.1695781440105,115.74
2025-03-13 04:00:00,95158.79403304307,93227.14622551038,1931.6478075326927,115.58
2025-03-14 04:00:00,94076.22900739741,92752.10073559119,1324.1282718062337,121.67
2025-03-17 04:00:00,94730.51367096396,92752.10073559119,1978.4129353727749,119.53
2025-03-18 04:00:00,95137.04698770122,92752.10073559119,2384.9462521100295,115.43
2025-03-19 04:00:00,94930.93197160191,92752.10073559119,2178.831236010723,117.52
2025-03-20 04:00:00,94832.30794976314,92752.10073559119,2080.2072141719477,118.53
2025-03-21 04:00:00,94915.67124021135,92752.10073559119,2163.570504620168,117.7
2025-03-24 04:00:00,94553.67923891313,92752.10073559119,1801.5785033219472,121.41
2025-03-25 04:00:00,94625.26798202656,92752.10073559119,1873.1672464353765,120.69
2025-03-26 04:00:00,95315.11458780251,92752.10073559119,2563.0138522113198,113.76
2025-03-27 04:00:00,95549.45659639809,92752.10073559119,2797.355860806893,111.43
2025-03-28 04:00:00,95726.93968318138,92752.10073559119,2974.8389475901886,109.67
2025-03-31 04:00:00,95860.50890776124,92752.10073559119,3108.4081721700427,108.38
2025-04-01 04:00:00,95685.04306122348,92752.10073559119,2932.9423256322984,110.15
2025-04-02 04:00:00,95659.57079471661,92752.10073559119,2907.4700591254186,110.42
2025-04-03 04:00:00,96523.09083699495,92752.10073559119,3770.9901014037596,101.8
2025-04-04 04:00:00,97273.61978998786,92752.10073559119,4521.5190543966755,94.31
2025-04-07 04:00:00,96945.20767367582,92752.10073559119,4193.106938084637,97.64
2025-04-08 04:00:00,97080.73730345047,92752.10073559119,4328.636567859277,96.3
2025-04-09 04:00:00,95279.28180956295,92752.10073559119,2527.1810739717566,114.33
2025-04-10 04:00:00,95956.79710373182,92752.10073559119,3204.696368140641,107.57
2025-04-11 04:00:00,95622.3276708279,92752.10073559119,2870.22693523671,110.93
2025-04-14 04:00:00,95648.91867558923,92752.10073559119,2896.81793999804,110.71
2025-04-15 04:00:00,95501.44957170017,92752.10073559119,2749.348836108986,112.2
