entry_date,exit_date,type,strike,contracts,entry_price,exit_price,pnl,pnl_pct,reason
2024-01-02 05:00:00,2024-01-10 05:00:00,put,545,1,70.48072256309032,65.58504383358768,-489.664872950264,-6.947405136616859,SIGNAL_CHANGE
2024-01-10 05:00:00,2024-02-26 05:00:00,call,405,1,74.7493640119901,100.19973844972382,2544.9404437733738,34.045873873488794,ROLL
2024-02-26 05:00:00,2024-04-12 04:00:00,call,430,1,79.37621598065584,80.32132032297584,94.41343423199942,1.1894278320096647,ROLL
2024-04-12 04:00:00,2024-04-15 04:00:00,call,435,1,79.27780986726397,71.28422014503336,-799.4559722230606,-10.084110446220103,SIGNAL_CHANGE
2024-04-15 04:00:00,2024-05-10 04:00:00,put,580,1,73.6041796409989,57.17916891742205,-1642.598072357684,-22.316347162790613,SIGNAL_CHANGE
2024-05-10 04:00:00,2024-06-25 04:00:00,call,445,1,79.35247144200478,99.1212814970197,1976.7840055014922,24.911131383586167,ROLL
2024-06-25 04:00:00,2024-08-05 04:00:00,call,465,1,83.49808710094185,52.4151654786915,-3108.389162225035,-37.226637882477036,SIGNAL_CHANGE
2024-08-05 04:00:00,2024-08-19 04:00:00,put,595,1,75.6201864704391,36.37937717376173,-3924.177929667736,-51.892593459632266,SIGNAL_CHANGE
2024-08-19 04:00:00,2024-10-04 04:00:00,call,475,1,88.34957756806432,97.30930384513351,895.8756277069187,10.140012171591192,ROLL
2024-10-04 04:00:00,2024-11-18 05:00:00,call,485,1,91.79712097679823,102.43411129450448,1063.6020317706243,11.586319720302761,ROLL
2024-11-18 05:00:00,2024-12-18 05:00:00,call,500,1,92.08784470807784,86.6126460793966,-547.6168628681244,-5.9466164767575025,SIGNAL_CHANGE
2024-12-18 05:00:00,2025-01-23 05:00:00,put,675,1,86.43085264010212,63.50218849571128,-2292.963414439083,-26.529157252495654,SIGNAL_CHANGE
2025-01-23 05:00:00,2025-02-27 05:00:00,call,520,1,93.85030466696143,65.37723546075696,-2847.403920620447,-30.339533807342328,SIGNAL_CHANGE
2025-02-27 05:00:00,2025-03-25 04:00:00,put,675,1,87.62521419126122,96.65900648102685,903.2822289765627,10.308359736457009,SIGNAL_EXIT
2025-04-03 04:00:00,2025-05-12 04:00:00,put,615,1,76.29789059284259,31.682635910815016,-4461.622468202758,-58.475610691115506,SIGNAL_CHANGE
2025-05-12 04:00:00,2025-06-27 04:00:00,call,495,1,91.88727756612762,119.03301874387576,2714.4771177748153,29.541069610902472,ROLL
2025-06-27 04:00:00,2025-08-12 04:00:00,call,525,1,94.05220513672987,116.85474109198947,2280.156595525961,24.24327081155083,ROLL
2025-08-12 04:00:00,2025-09-29 04:00:00,call,545,1,101.98000657921241,117.72966323714779,1574.8686657935377,15.442769020458227,ROLL
2025-09-29 04:00:00,2025-10-14 04:00:00,call,565,1,103.13180095847487,98.58561789880575,-454.7153059669108,-4.409028301489119,SIGNAL_EXIT
2025-10-27 04:00:00,2025-11-20 05:00:00,call,580,1,109.80479847269966,73.65360891318512,-3615.215955951453,-32.92373439242659,SIGNAL_CHANGE
2025-11-20 05:00:00,2025-12-16 05:00:00,put,750,1,94.96100720199661,68.8256996458884,-2613.6277556108207,-27.522886871355794,SIGNAL_EXIT
