date,equity,cash,position_value,spy_price
2024-01-02 05:00:00,92951.83074369097,92951.83074369097,0.0,472.65
2024-01-03 05:00:00,100306.56730840806,92951.83074369097,7354.736564717092,468.79
2024-01-04 05:00:00,100457.25414436172,92951.83074369097,7505.423400670753,467.28
2024-01-05 05:00:00,100398.64160432495,92951.83074369097,7446.810860633979,467.92
2024-01-08 05:00:00,99760.01442752162,92951.83074369097,6808.183683830646,474.6
2024-01-09 05:00:00,99832.96700716254,92951.83074369097,6881.136263471581,473.88
2024-01-10 05:00:00,98659.95662823331,92035.20472585072,6624.7519023825935,476.56
2024-01-11 05:00:00,99409.97893250163,92035.20472585072,7374.7742066509145,476.35
2024-01-12 05:00:00,99437.26650388804,92035.20472585072,7402.061778037319,476.68
2024-01-16 05:00:00,99242.75336167612,92035.20472585072,7207.548635825396,474.93
2024-01-17 05:00:00,98976.07321040242,92035.20472585072,6940.868484551692,472.29
2024-01-18 05:00:00,99387.03998939651,92035.20472585072,7351.835263545786,476.49
2024-01-19 05:00:00,99972.79778501256,92035.20472585072,7937.593059161844,482.43
2024-01-22 05:00:00,100060.06173229031,92035.20472585072,8024.857006439589,483.45
2024-01-23 05:00:00,100195.99917657433,92035.20472585072,8160.794450723614,484.86
2024-01-24 05:00:00,100244.22302070868,92035.20472585072,8209.018294857953,485.39
2024-01-25 05:00:00,100503.20015447622,92035.20472585072,8467.9954286255,488.03
2024-01-26 05:00:00,100436.69176879922,92035.20472585072,8401.487042948498,487.41
2024-01-29 05:00:00,100808.78574565257,92035.20472585072,8773.581019801839,491.27
2024-01-30 05:00:00,100766.30982503282,92035.20472585072,8731.1050991821,490.89
2024-01-31 05:00:00,99961.31040225245,92035.20472585072,7926.105676401732,482.88
2024-02-01 05:00:00,100588.40297318065,92035.20472585072,8553.19824732993,489.2
2024-02-02 05:00:00,101098.81418576173,92035.20472585072,9063.60945991101,494.35
2024-02-05 05:00:00,100905.49454901493,92035.20472585072,8870.28982316421,492.55
2024-02-06 05:00:00,101044.04435960026,92035.20472585072,9008.839633749534,493.98
2024-02-07 05:00:00,101451.5965064318,92035.20472585072,9416.39178058108,498.1
2024-02-08 05:00:00,101469.16550041985,92035.20472585072,9433.960774569125,498.32
2024-02-09 05:00:00,101752.73356758874,92035.20472585072,9717.528841738016,501.2
2024-02-12 05:00:00,101717.44626809974,92035.20472585072,9682.241542249016,500.98
2024-02-13 05:00:00,101023.01763707069,92035.20472585072,8987.81291121997,494.08
2024-02-14 05:00:00,101467.58675889525,92035.20472585072,9432.38203304453,498.57
2024-02-15 05:00:00,101807.15624225645,92035.20472585072,9771.951516405727,502.01
2024-02-16 05:00:00,101552.72540914164,92035.20472585072,9517.520683290923,499.51
2024-02-20 05:00:00,101259.99722898091,92035.20472585072,9224.792503130186,496.76
2024-02-21 05:00:00,101300.56397666947,92035.20472585072,9265.35925081874,497.21
2024-02-22 05:00:00,102325.13023879957,92035.20472585072,10289.92551294885,507.5
2024-02-23 05:00:00,102355.6960150671,92035.20472585072,10320.491289216368,507.85
2024-02-26 05:00:00,104238.54867474984,94117.36297275753,10121.185701992306,505.99
2024-02-27 05:00:00,102063.67082179086,94117.36297275753,7946.307849033326,506.93
2024-02-28 05:00:00,101991.71274981942,94117.36297275753,7874.349777061878,506.26
2024-02-29 05:00:00,102166.42748735403,94117.36297275753,8049.0645145964945,508.08
2024-03-01 05:00:00,102634.72481797132,94117.36297275753,8517.361845213787,512.85
2024-03-04 05:00:00,102564.28745734107,94117.36297275753,8446.924484583531,512.3
2024-03-05 05:00:00,102049.83965587353,94117.36297275753,7932.476683115988,507.18
2024-03-06 05:00:00,102300.06223024376,94117.36297275753,8182.699257486229,509.75
2024-03-07 05:00:00,102798.97384948713,94117.36297275753,8681.6108767296,514.81
2024-03-08 05:00:00,102485.88792730395,94117.36297275753,8368.524954546421,511.72
2024-03-11 04:00:00,102426.79640115084,94117.36297275753,8309.433428393317,511.28
2024-03-12 04:00:00,102970.72707037069,94117.36297275753,8853.364097613156,516.78
2024-03-13 04:00:00,102884.95009655919,94117.36297275753,8767.58712380165,515.97
2024-03-14 04:00:00,102778.20081508436,94117.36297275753,8660.837842326822,514.95
2024-03-15 04:00:00,102262.11179194345,94117.36297275753,8144.7488191859175,509.83
2024-03-18 04:00:00,102549.97742884856,94117.36297275753,8432.614456091034,512.86
2024-03-19 04:00:00,102829.95167920477,94117.36297275753,8712.588706447235,515.71
2024-03-20 04:00:00,103301.99794111575,94117.36297275753,9184.634968358216,520.48
2024-03-21 04:00:00,103469.22529300224,94117.36297275753,9351.862320244698,522.2
2024-03-22 04:00:00,103365.51214786488,94117.36297275753,9248.14917510734,521.21
2024-03-25 04:00:00,103207.36153653356,94117.36297275753,9089.998563776027,519.77
2024-03-26 04:00:00,103106.65212613794,94117.36297275753,8989.289153380407,518.81
2024-03-27 04:00:00,103537.92303489901,94117.36297275753,9420.560062141476,523.17
2024-03-28 04:00:00,103523.21705716196,94117.36297275753,9405.854084404433,523.07
2024-04-01 04:00:00,103413.39913828683,94117.36297275753,9296.03616552929,522.16
2024-04-02 04:00:00,103076.69537124295,94117.36297275753,8959.332398485423,518.84
2024-04-03 04:00:00,103128.9903293185,94117.36297275753,9011.627356560979,519.41
2024-04-04 04:00:00,102490.28599765185,94117.36297275753,8372.923024894317,513.07
2024-04-05 04:00:00,103021.57972902295,94117.36297275753,8904.216756265418,518.43
2024-04-08 04:00:00,103036.4604504381,94117.36297275753,8919.097477680567,518.72
2024-04-09 04:00:00,103091.75302372154,94117.36297275753,8974.390050964008,519.32
2024-04-10 04:00:00,102567.04508244096,94117.36297275753,8449.682109683437,514.12
2024-04-11 04:00:00,102950.33662508345,94117.36297275753,8832.973652325922,518.0
