entry_date,exit_date,type,strike,contracts,entry_price,exit_price,pnl,pnl_pct,reason
2025-01-02 05:00:00,2025-01-03 05:00:00,put,160,1,21.129216208460143,15.012377821621618,-611.7808386838528,-28.952931727544684,SIGNAL_FLIP
2025-01-03 05:00:00,2025-01-13 05:00:00,call,125,1,20.47042379589564,9.425702463870092,-1104.569133202555,-53.956713656889,SIGNAL_FLIP
2025-01-13 05:00:00,2025-01-22 05:00:00,put,155,1,21.2099055232909,8.60039280791132,-1261.0482715379583,-59.452909907148644,SIGNAL_FLIP
2025-01-22 05:00:00,2025-01-27 05:00:00,call,125,1,23.054400929910422,1.270074044252807,-2178.5296885657617,-94.49120099557756,SIGNAL_FLIP
2025-01-27 05:00:00,2025-03-14 04:00:00,put,135,1,16.164408424994832,13.108869890881714,-305.6508534113118,-18.907745019981466,ROLL
2025-03-14 04:00:00,2025-04-29 04:00:00,put,140,1,17.8573847900737,30.57909570880283,1272.074091872913,71.23131480062074,ROLL
2025-04-29 04:00:00,2025-05-12 04:00:00,put,125,1,15.570745830134287,3.9727362258946006,-1159.8979604239687,-74.48748571299647,SIGNAL_FLIP
2025-05-12 04:00:00,2025-06-27 04:00:00,call,105,1,18.82837353163106,52.2908282183979,3346.1484686766844,177.70924743369585,ROLL
2025-06-27 04:00:00,2025-08-12 04:00:00,call,135,1,23.8167441391894,47.76625056651156,2394.853642732216,100.54926466649252,ROLL
2025-08-12 04:00:00,2025-09-05 04:00:00,call,155,1,29.37989658546794,12.690273400371503,-1669.059318509644,-56.80769536372956,SIGNAL_FLIP
2025-09-05 04:00:00,2025-09-30 04:00:00,put,190,1,22.410849203431738,5.61039773056307,-1680.1421472868672,-74.96679015818584,SIGNAL_FLIP
2025-09-30 04:00:00,2025-11-14 05:00:00,call,160,1,27.846371892139878,29.972419189943864,212.50772978039822,7.6311674774381295,ROLL
2025-11-14 05:00:00,2025-12-17 05:00:00,call,160,1,31.430167048081316,11.381233527721834,-2004.9903520359485,-63.78994017839202,SIGNAL_FLIP
2025-12-17 05:00:00,2026-01-14 05:00:00,put,195,1,23.454990203877703,11.803100416850368,-1165.2859787027335,-49.67973890534186,END_OF_BACKTEST
